612	4.199	4.035	0	21.667	
613	6.200	3.740	0	22.333	
614	9.710	5.085	0	22	
615	11.613	6.200	0	22	
616	12.203	1.509	0	21.667	
617	13.548	1.345	0	255	
618	16.534	1.312	0	21.667	
619	17.649	2.395	0	21.667	
620	19.650	3.149	0	21.667	
621	20.175	4.232	0	21.667	
622	22.045	3.084	0	22	
623	23.029	3.412	0	22	
624	23.259	4.658	0	38.333	
625	24.964	4.921	0	21.667	
626	25.391	5.872	0	21.667	
627	26.966	6.200	0	21.667	
628	27.195	7.151	0	21.667	
629	27.490	8.332	0	21.667	
630	29.032	8.595	0	21.667	
631	28.901	9.546	0	21.667	
632	28.245	10.563	0	21.667	
633	28.507	12.007	0	22.667	
634	27.392	12.072	0	22	
635	25.949	13.384	0	22.333	
636	25.653	15.156	0	21.667	
637	25.030	15.943	0	22	
638	23.324	16.140	0	22.333	
639	22.373	15.549	0	22	
640	20.142	15.582	0	22.667	
641	19.256	15.779	0	22	
642	18.305	15.878	0	22	
643	16.238	13.122	0	22.333	
644	14.762	13.909	0	22.333	
645	13.844	17.780	0	22.333	
646	11.810	17.649	0	22.667	
647	10.169	18.797	0	21.667	
648	7.217	20.601	0	22.333	
649	6.627	14.893	0	22.333	
650	1.115	10.990	0	21.667	
651	1.214	5.511	0	22	
