% 	X	Y	Z	Value	
1	14.418	8.480	0	25.667	
2	16.862	9.005	0	27.667	
3	18.650	9.595	0	28	
4	20.191	9.841	0	23	
5	20.979	10.022	0	31.667	
6	21.307	10.826	0	29	
7	21.192	12.351	0	25.667	
8	20.765	13.548	0	26.333	
9	19.355	13.729	0	37.333	
10	18.600	14.057	0	24.333	
11	18.092	15.123	0	35.333	
12	17.436	15.910	0	21	
13	17.173	16.583	0	26	
14	16.419	16.271	0	29.667	
15	15.910	16.025	0	22.333	
16	13.565	16.550	0	22.333	
17	11.597	16.353	0	21.333	
18	8.792	17.846	0	19.333	
19	8.496	16.091	0	27	
20	7.184	14.877	0	30.667	
21	6.676	14.073	0	21.667	
22	6.479	12.007	0	34	
23	6.840	11.449	0	24.333	
24	10.137	10.235	0	22	
25	11.285	9.005	0	18	
26	12.909	8.349	0	33	
27	14.090	8.496	0	24.333	
